catalogue,source_file,ws,Technology,cat,par,unit,est,year,val,note,note_text,ref,ref_text
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Financial data,Fixed O&M (*total) [EUR/MW_e/y],EUR/MW_e/y,ctrl,2020,35053.60765898794,J,,"[17, 18, 19, 20, 21, 22]","The IEA World Energy Outlook 2014 coal fired Ultra-supercritical power plants in Europe. Values used are the projection for 2020. || The IEA Projected Cost of Generating Electricity 2015 for coal fired power plants. Here both the 'world median' is used, and data from recently commissioned plants in the Netherlands. The three units in the Netherlands are chosen because of the proximity to Denmark, because the socio-economic parameters (labour cost etc) are assumed to be similar and because the units are new (all from 2015). || EIA Updated Capital Cost Estimates for Utility Scale Electricity Generating Plants 2013 for pulverizes coal fired advanced single units.[1] || Aggregated data from different projects on existing units that Ea Energy Analyses have been working on since 2010. Data is used for estimating O&M costs. || IEA( 2016),Energy Technology Perspectives || E.S. Rubin et al. / Energy Policy 86 (2015) page 198-218, A review of learning rates for electricity supply technologies"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Financial data,Fixed O&M (*total) [EUR/MW_e/y],EUR/MW_e/y,ctrl,2030,34324.402158758,J,,"[17, 18, 19, 20, 21, 22]","The IEA World Energy Outlook 2014 coal fired Ultra-supercritical power plants in Europe. Values used are the projection for 2020. || The IEA Projected Cost of Generating Electricity 2015 for coal fired power plants. Here both the 'world median' is used, and data from recently commissioned plants in the Netherlands. The three units in the Netherlands are chosen because of the proximity to Denmark, because the socio-economic parameters (labour cost etc) are assumed to be similar and because the units are new (all from 2015). || EIA Updated Capital Cost Estimates for Utility Scale Electricity Generating Plants 2013 for pulverizes coal fired advanced single units.[1] || Aggregated data from different projects on existing units that Ea Energy Analyses have been working on since 2010. Data is used for estimating O&M costs. || IEA( 2016),Energy Technology Perspectives || E.S. Rubin et al. / Energy Policy 86 (2015) page 198-218, A review of learning rates for electricity supply technologies"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Financial data,Fixed O&M (*total) [EUR/MW_e/y],EUR/MW_e/y,ctrl,2050,32911.17638933209,J,,"[17, 18, 19, 20, 21, 22]","The IEA World Energy Outlook 2014 coal fired Ultra-supercritical power plants in Europe. Values used are the projection for 2020. || The IEA Projected Cost of Generating Electricity 2015 for coal fired power plants. Here both the 'world median' is used, and data from recently commissioned plants in the Netherlands. The three units in the Netherlands are chosen because of the proximity to Denmark, because the socio-economic parameters (labour cost etc) are assumed to be similar and because the units are new (all from 2015). || EIA Updated Capital Cost Estimates for Utility Scale Electricity Generating Plants 2013 for pulverizes coal fired advanced single units.[1] || Aggregated data from different projects on existing units that Ea Energy Analyses have been working on since 2010. Data is used for estimating O&M costs. || IEA( 2016),Energy Technology Perspectives || E.S. Rubin et al. / Energy Policy 86 (2015) page 198-218, A review of learning rates for electricity supply technologies"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Technology-specific data,Availability [],,ctrl,2015,0.95,E,"Outage rates are generally about 5% for plants that are 10-20 years old. Unless the plant is refurbished, the rate increases to 20% for plants that are 40 years old (ref. 7)",7,"""Energy technology perspectives 2008"", International Energy Agency, 2008."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Technology-specific data,Availability [],,ctrl,2020,0.95,E,"Outage rates are generally about 5% for plants that are 10-20 years old. Unless the plant is refurbished, the rate increases to 20% for plants that are 40 years old (ref. 7)",7,"""Energy technology perspectives 2008"", International Energy Agency, 2008."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Technology-specific data,Availability [],,ctrl,2030,0.95,E,"Outage rates are generally about 5% for plants that are 10-20 years old. Unless the plant is refurbished, the rate increases to 20% for plants that are 40 years old (ref. 7)",7,"""Energy technology perspectives 2008"", International Energy Agency, 2008."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,02 LTE existing plant,Life time extension of coal extraction plant - refurbish - coal - large,Energy/technical data,Generating capacity for one unit [MW_e],MW_e,ctrl,2015,300.0,,,,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,02 LTE existing plant,Life time extension of coal extraction plant - refurbish - coal - large,Energy/technical data,Generating capacity for one unit [MW_e],MW_e,ctrl,2020,300.0,,,,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,02 LTE existing plant,Life time extension of coal extraction plant - refurbish - coal - large,Energy/technical data,Generating capacity for one unit [MW_e],MW_e,ctrl,2030,300.0,,,,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,02 LTE existing plant,Life time extension of coal extraction plant - refurbish - coal - large,Energy/technical data,Generating capacity for one unit [MW_e],MW_e,lower,2020,200.0,,,,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,02 LTE existing plant,Life time extension of coal extraction plant - refurbish - coal - large,Energy/technical data,Generating capacity for one unit [MW_e],MW_e,upper,2020,400.0,,,,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,02 LTE existing plant,Life time extension of coal extraction plant - refurbish - coal - large,Energy/technical data,Generating capacity for one unit [MW_e],MW_e,lower,2050,200.0,,,,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,02 LTE existing plant,Life time extension of coal extraction plant - refurbish - coal - large,Energy/technical data,Generating capacity for one unit [MW_e],MW_e,upper,2050,400.0,,,,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,02 LTE existing plant,Life time extension of coal extraction plant - refurbish - coal - large,Energy/technical data,"Electrical efficiency (net, annual average, additional to existing plant) []",,ctrl,2015,0.0,"[E, F]",,7,"Ea Energy Analysis, based on experience from various commercial projects."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,02 LTE existing plant,Life time extension of coal extraction plant - refurbish - coal - large,Energy/technical data,"Electrical efficiency (net, annual average, additional to existing plant) []",,ctrl,2020,0.0,"[E, F]",,7,"Ea Energy Analysis, based on experience from various commercial projects."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,02 LTE existing plant,Life time extension of coal extraction plant - refurbish - coal - large,Energy/technical data,"Electrical efficiency (net, annual average, additional to existing plant) []",,ctrl,2030,0.0,"[E, F]",,7,"Ea Energy Analysis, based on experience from various commercial projects."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,02 LTE existing plant,Life time extension of coal extraction plant - refurbish - coal - large,Energy/technical data,"Electrical efficiency (net, annual average, additional to existing plant) []",,lower,2020,-0.01,"[E, F]",,7,"Ea Energy Analysis, based on experience from various commercial projects."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,02 LTE existing plant,Life time extension of coal extraction plant - refurbish - coal - large,Energy/technical data,"Electrical efficiency (net, annual average, additional to existing plant) []",,upper,2020,0.01,"[E, F]",,7,"Ea Energy Analysis, based on experience from various commercial projects."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,02 LTE existing plant,Life time extension of coal extraction plant - refurbish - coal - large,Energy/technical data,"Electrical efficiency (net, name plate, additional to existing plant) []",,ctrl,2015,0.0,"[E, F]",,7,"Ea Energy Analysis, based on experience from various commercial projects."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,02 LTE existing plant,Life time extension of coal extraction plant - refurbish - coal - large,Energy/technical data,"Electrical efficiency (net, name plate, additional to existing plant) []",,ctrl,2020,0.0,"[E, F]",,7,"Ea Energy Analysis, based on experience from various commercial projects."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,02 LTE existing plant,Life time extension of coal extraction plant - refurbish - coal - large,Energy/technical data,"Electrical efficiency (net, name plate, additional to existing plant) []",,ctrl,2030,0.0,"[E, F]",,7,"Ea Energy Analysis, based on experience from various commercial projects."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,02 LTE existing plant,Life time extension of coal extraction plant - refurbish - coal - large,Energy/technical data,"Electrical efficiency (net, name plate, additional to existing plant) []",,lower,2020,-0.01,"[E, F]",,7,"Ea Energy Analysis, based on experience from various commercial projects."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,02 LTE existing plant,Life time extension of coal extraction plant - refurbish - coal - large,Energy/technical data,"Electrical efficiency (net, name plate, additional to existing plant) []",,upper,2020,0.01,"[E, F]",,7,"Ea Energy Analysis, based on experience from various commercial projects."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,02 LTE existing plant,Life time extension of coal extraction plant - refurbish - coal - large,Energy/technical data,"Cb coefficient (50°C/100°C, additional to existing plant)",,ctrl,2015,0.0,"[A, F]",,7,"Ea Energy Analysis, based on experience from various commercial projects."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,02 LTE existing plant,Life time extension of coal extraction plant - refurbish - coal - large,Energy/technical data,"Cb coefficient (50°C/100°C, additional to existing plant)",,ctrl,2020,0.0,"[A, F]",,7,"Ea Energy Analysis, based on experience from various commercial projects."
